"# 文本key","文本value"
"Prop_Desc_383","Gains 「Spike」 upon entering battle"
"Prop_Desc_384","Restores Vigor each turn"
"Prop_Desc_385","Max 「<EqptKeyStyle>Cold</>」 Stacks"
"Prop_Desc_386","「<EqptKeyStyle>Cold</>」 Fading SPD"
"Prop_Desc_387","Max 「<EqptKeyStyle>Heat</>」 Stacks"
"Prop_Desc_388","「<EqptKeyStyle>Heat</>」 Fading SPD"
"Prop_Desc_389","Poison Gas Stacks inflicted by Vicious Hand"
"Prop_Desc_390","Heat Stacks inflicted by Flame Saber"
"Prop_Desc_391","DMG dealt by Frost Sword"
"Prop_Desc_392","DMG dealt by Beast Wave"
"Prop_Desc_393","DMG dealt by Ordeal Sigil"
"Prop_Desc_394","DMG dealt by Bionic： Snake"
"Prop_Desc_395","DMG dealt by Snow-melting Sword"
"Prop_Desc_396","DMG dealt by Nirvana Saber"
"Prop_Desc_397","DMG dealt by Bionic： Horse"
"Prop_Desc_398","Kick can be seen as Weapon"
"Prop_Desc_399","Palm Moves count as Concealed Weapon Moves."
"Prop_Desc_400","Fist Moves count as Concealed Weapon Moves."
"Prop_Desc_401","Kick Moves count as Concealed Weapon Moves."
"Prop_Desc_402","Enables normal movement for Disabled： Leg"
"Prop_Desc_403","Max 「<EqptKeyStyle>Poison Gas</>」 Stacks"
"Prop_Desc_404","「<EqptKeyStyle>Poison Gas</>」 Fading SPD"
"Prop_Desc_405","Fading SPD of 「<EqptKeyStyle>Cold</>」， 「<EqptKeyStyle>Heat</>」， 「<EqptKeyStyle>Poison Gas</>」， and 「<EqptKeyStyle>Drunk</>」"
"Prop_Desc_406","Concealed Weapon Moves gain 「Crit」"
"Prop_Desc_407","Concealed Weapon Moves inflict 「Heat」"
"Prop_Desc_408","Concealed Weapon Moves inflict 「Poison Gas」"
"Prop_Desc_409","Concealed Weapon Moves inflict 「Cold」"
"Prop_Desc_410","Number of items stolen"
"Prop_Desc_411","Lockpick SPD"
"Prop_Desc_412","Number of curable Common Ailments"
"Prop_Desc_413","Number of curable Debuffs"
"Prop_Desc_414","Number of Argument Choices"
"Prop_Desc_415","When you're an Imperial Guard， gain <EqptNumStyle>{0}</> 「Serving the Public」 levels."
"Prop_Desc_416","When you're an Imperial Guard， gain <EqptNumStyle>{0}</> 「Imperial Charter」 levels."
"Prop_Desc_417","When you're not an Imperial Guard， you will be wanted."
"Prop_Desc_418","When you're an Imperial Guard， concealed weapon attacks when sneaking are changed to deadly cables."
"Prop_Desc_419","When you're a coward， so will be your words."
"Prop_Desc_420","When using concealed weapon moves， the drug effect in the first slot of your shortcut bar will be attached (limited to Astringent and Poison)"
"Prop_Desc_421","Your Concealed Weapon Moves and Skills will take effect on all opponents participating in the battle."
"Prop_Desc_422","At night， damage caused by Moves is increased by"
"Prop_Desc_423","Each layer of Murderous Look increases damage by"
"Prop_Desc_425","Qinggong Energy Consumption"
"Prop_Desc_426","Sprint Energy Consumption"
"Prop_Desc_427","Underwater Energy Consumption"
"Prop_Desc_428","Jump Height"
"Prop_Desc_429","Climbing Speed"
"Prop_Desc_430","Swimming Speed"
"Prop_Desc_431","Lockpicking Success Rate"
"Prop_Desc_432","Normal Gear Chance"
"Prop_Desc_433","Rare Gear Chance"
"Prop_Desc_434","Excellent Gear Chance"
"Prop_Desc_435","Alcohol Tolerance"
"Prop_Desc_436","Cold Resistance"
"Prop_Desc_437","Heat Resistance"
"Prop_Desc_446","Base Energy Recovery"
"Prop_Desc_447","Apply Crit to random Weapon Move."
"Prop_Desc_448","When a Sword Skill deals damage， restore Vigor for damage dealt."
"Prop_Desc_449","Activate a random Sword Skill after Counterattack."
"Prop_Desc_450","Skill DMG in the next turn after Counterattack"
"Prop_Desc_451","Number of Skill hits immune to in the next turn after Counterattack"
"Prop_Desc_452","Sprint Speed"
"Prop_Desc_453","Ability Acquisition Speed"
"Prop_Desc_454","Number of Moves"
"Prop_Desc_455","Normal Equipment Chance"
"Prop_Desc_456","Rare Equipment Chance"
"Prop_Desc_457","Excellent Equipment Chance"
"Prop_Desc_1000","Inflicts <EqptNumStyle>{0}</> 「<EqptKeyStyle>Poison Gas</>」 to DMG dealer When wounded"
"Prop_Desc_1001","Restores <EqptNumStyle>5</> Vigor Per <EqptNumStyle>5</> secs"
"Prop_Desc_1002","The lower the Load， the higher the Skill DMG"
"Prop_Desc_1003","The higher the Load， the higher the Move DMG"
"Prop_Desc_1004","Inflicts <EqptNumStyle>1</> 「<EqptKeyStyle>Heat</>」 and ignores Resistance When fighting"
"Prop_Desc_1005","Inflicts <EqptNumStyle>1</> 「<EqptKeyStyle>Cold</>」 and ignores Resistance When fighting"
"Prop_Desc_1006","The higher Chi， the higher DMG dealt by Weapon Moves."
"Prop_Desc_1007","The higher Spirits， the higher Concealed Weapon DMG"
"Prop_Desc_1008","The lower  Spirits， the higher Concealed Weapon  DMG"
"Prop_Desc_1009","Restores <EqptNumStyle>5</> Vigor Per <EqptNumStyle>10</> DMG dealt"
"Prop_Desc_1010","Inflicts <EqptNumStyle>5</> 「<EqptKeyStyle>Poison Gas</>」 Per <EqptNumStyle>100</> DMG dealt"
"Prop_Desc_1011","Able to glide in the air and ignore plunge DMG"
"Prop_Desc_1012","Improves Technique effects"
"Prop_Desc_1013","Outside of combat， attacking with a Concealed Weapon has a chance to cripple the target's hands or feet."
"Prop_Desc_1014","Outside of combat， attacking with a Concealed Weapon decreases the target's Defense Level by 1."
"Prop_Desc_1015","Outside of combat， attacking with a Concealed Weapon has a chance to reduce the target's MSPD by 80% for 10 seconds."
"Prop_Desc_1016","Outside of combat， attacking with a Concealed Weapon disables the target's first Skill Mnemonic in the next 2 battles."
"# 绝学相关",""
"Skill_All","All\\nSkills"
"Skill_Cur","Current\\nSkills"
"MyMoves","My Moves"
"equp_or_unequip","Equip/Remove"
"Moves_Desc","{0}\\n<TipGray>Counters{1}</>"
"# 招式数量描述",""
"movesNumDesc_40000","<TipGray>Skills increase the Moves in your deck</>\\n<Green>Palm Moves</><TipGray>：</> <Red>{0}</>"
"movesNumDesc_40001","<TipGray>Skills increase the Moves in your deck</>\\n<Green>Fist Moves</><TipGray>：</> <Red>{0}</>"
"movesNumDesc_40002","<TipGray>Skills increase the Moves in your deck</>\\n<Green>Kick Moves</><TipGray>：</> <Red>{0}</>"
"movesNumDesc_40003","<TipGray>Skills increase the Moves in your deck</>\\n<Green>Weapon Moves</><TipGray>：</> <Red>{0}</>"
"movesNumDesc_40004","<TipGray>Skills increase the Moves in your deck</>\\n<Green>Concealed Weapon Moves</><TipGray>：</> <Red>{0}</>"
"#战斗招式库",""
"draw_library_name","<White>Moves Not Released</>"
"discard_library_name","<White>Moves Released</>"
"# 行为相关",""
"Behavior_Name_1","Move"
"Behavior_Name_2","Battle Turn"
"Behavior_Name_100","Chop Wood"
"Behavior_Name_101","Gather Herbs"
"# 行为离开按钮文本",""
"end_btn_name_100","Stop Chopping"
"end_btn_name_102","Get Up"
"end_btn_name_103","Get Up 「Have a Bath」"
"end_btn_name_105","Stop Gathering"
"end_btn_name_106","Get Up 「Drink Wine」"
"end_btn_name_108","Stop Mining"
"end_btn_name_116","Quit Begging"
"end_btn_name_143","Dismount"
"end_btn_name_156","End Destruction"
"end_btn_name_157","Quit Sneaking"
"# 按钮相关",""
"Btn_Name_1","Pray for Rain"
"Btn_Name_2","Pray for Heavy Snow"
"Btn_Name_3","Pray for Sunny Day"
"Btn_Name_4","Pray for Marriage"
"Btn_Name_5","Pray for offspring"
"Btn_Name_6","Burn Incense"
"Btn_Name_7","Donate"
"Btn_Name_8","Steal Donation"
"Btn_Name_9","View"
"Btn_Name_10","Sit"
"Btn_Name_11","Train Move"
"Btn_Name_12","Drink： Wine"
"Btn_Name_13","Drink： Luxury Wine"
"Btn_Name_14","Rest"
"Btn_Name_15","Snuff"
"Btn_Name_16","Kindle"
"Btn_Name_17","Play Random"
"Btn_Name_18","Ignite"
"Btn_Name_19","Have a Bath"
"Btn_Name_20","Listen to Melody"
"Btn_Name_21","Wait for Healing"
"Btn_Name_22","Chop"
"Btn_Name_23","Stop Playing Music"
"Btn_Name_24","Play Score"
"Btn_Name_25","Eat"
"Btn_Name_26","Gather"
"Btn_Name_27","Mine"
"Btn_Name_28","Sit Down"
"Btn_Name_29","Treasure Hunt"
"Btn_Name_32","Craft Gear"
"Btn_Name_33","Destroy"
"Btn_Name_34","Hide"
"Btn_Name_35","Pick"
"Btn_Name_36","Recycle"
"Btn_Name_37","Enter Cage"
"Btn_Name_38","Lockpicking"
"Btn_Name_39","Plant"
"Btn_Name_40","Reap"
"Btn_Name_41","Batch Harvest"
"Btn_Name_42","Plant Ramie"
"Btn_Name_43","Dig"
"Btn_Name_44","Make Toxin"
"Btn_Name_45","Arrest"
"Btn_Name_46","Make Potion"
"Btn_Name_47","Weave Gear"
"Btn_Name_48","Craft Concealed Weapons"
"Btn_Name_50","Treasure Dig"
"Btn_Name_51","Assist"
"Btn_Name_52","Assist：{0}"
"Btn_Name_53","Start Kungfu Contest"
"Btn_Name_54","View Contest Time"
"Btn_Name_55","Buy"
"Btn_Name_56","Steal"
"Btn_Name_57","Open Station"
"Btn_Name_58","Plant Licorice"
"Btn_Name_59","Plant San Qi"
"Btn_Name_60","Plant May-lily"
"Btn_Name_61","Plant Snowfairy Lily"
"Btn_Name_62","Plant Heartbreak Grass"
"Btn_Name_63","Plant Drunken Grass"
"Btn_Name_64","Cooking"
"Btn_Name_66","Close Cage"
"Btn_Name_67","Offer Resource"
"Btn_Name_68","Place on Bed"
"Btn_Name_70","Place in Spring"
"Btn_Name_71","Have a Bath"
"Btn_Name_72","Drink Wine"
"Btn_Name_73","Listen to Melody"
"Btn_Name_74","Cheers！"
"Btn_Name_75","Take Post"
"Btn_Name_76","Leave Post"
"Btn_Name_78","View"
"Btn_Name_79","End Hiding"
"Btn_Name_80","Seize"
"Btn_Name_81","Worship"
"Btn_Name_82","Get Water"
"Btn_Name_83","Corral"
"Btn_Name_84","Use Fertilizer"
"Btn_Name_85","Transcribe"
"Btn_Name_86","Water"
"Btn_Name_87","Break Shackles"
"Btn_Name_88","Open Heaven Gate"
"Btn_Name_90","Share a bed and dreams"
"Btn_Name_91","Repair"
"Btn_Name_92","Kamen"
"Btn_Name_93","Promotion of identity"
"Btn_Name_94","View the Black List"
"Btn_Name_95","captivity"
"Btn_Name_96","Exchange items"
"Btn_Name_97","Promotion status"
"Btn_Name_98","Ghost Messenger"
"Btn_Name_99","Soul Judge"
"Btn_Name_100","Yama"
"Btn_Name_101","Fujin"
"Btn_Name_103","View stone stele"
"Btn_Name_104","Grab apples"
"Btn_Name_105","Publish Assassination"
"Btn_Name_106","Open the secret passage"
"Btn_Name_107","Close the secret passage"
"Btn_Name_108","Worship the dead"
"Btn_Name_109","Brew"
"Btn_Name_110","Brew： Special Jiuqu"
"Btn_Name_111","Brew： First Jiuqu"
"Btn_Name_112","Brew： Second Jiuqu"
"Btn_Name_113","Collect Wine"
"Btn_Name_115","Celestial Craft"
"Btn_Name_10000","More"
"Btn_Name_10001","Leave"
"Btn_Name_10002","Back"
"Btn_Name_20001","Character"
"Btn_Name_20002","Items"
"Btn_Name_20003","Relations"
"Btn_Name_20004","Socialize"
"Btn_Name_20005","System"
"Btn_Name_20006","Bio"
"Btn_Name_20007","End Climb"
"Btn_Name_20008","End Kungfu Contest 「Avoid crash」"
"Btn_Name_20009","Splash Water"
"Btn_Name_20010","Stop Conc. Weapon"
"Btn_Name_20011","Skip"
"Btn_Name_20012","Manage Retainers"
"Btn_Name_21000","Gear"
"Btn_Name_21001","Skills"
"Btn_Name_21002","Become an Eunuch"
"Btn_Name_21003","Abilities"
"Btn_Name_21004","Meditate"
"Btn_Name_21005","Remove disfigurement"
"Btn_Name_21006","Hawk Eye"
"Btn_Name_21007","Sneak"
"Btn_Name_21008","Stop Sneaking"
"Btn_Name_21009","Stop Hawk Eye"
"Btn_Name_21010","Beg"
"Btn_Name_21011","Stop Following"
"Btn_Name_21012","Issue a kill order"
"Btn_Name_21013","Issue a sect kill order"
"Btn_Name_21014","Take off Midnight Robes"
"Btn_Name_21016","Publish death notice"
"Btn_Name_21017","Crystallize Ice Jade"
"Btn_Name_21018","Implant Worm"
"Btn_Name_30000","Interact"
"Btn_Name_30001","Request"
"Btn_Name_30002","Assist"
"Btn_Name_30003","Talk"
"Btn_Name_30004","View"
"Btn_Name_30005","Put Down"
"Btn_Name_31000","Trade"
"Btn_Name_31001","Battle"
"Btn_Name_31002","Gift"
"Btn_Name_31003","Join Sect"
"Btn_Name_31004","Quit Sect"
"Btn_Name_31005","Feed"
"Btn_Name_31006","Spar"
"Btn_Name_31007","Bury"
"Btn_Name_31008","Wake up"
"Btn_Name_31009","Follow"
"Btn_Name_31010","Follow Me"
"Btn_Name_31011","Please Leave"
"Btn_Name_31012","Loot"
"Btn_Name_31013","Hire"
"Btn_Name_31014","Cure Ailment"
"Btn_Name_31015","Learn"
"Btn_Name_31016","Deprive Kungfu"
"Btn_Name_31017","Use Skill"
"Btn_Name_31018","Carry"
"Btn_Name_31019","Take Head"
"Btn_Name_31020","View Relation"
"Btn_Name_31021","Stars Divine"
"Btn_Name_31022","Team up"
"Btn_Name_31023","View Skills"
"Btn_Name_31024","View Inner Kungfu"
"Btn_Name_31025","Learn Kungfu School"
"Btn_Name_31026","Castrate"
"Btn_Name_31027","Get Bio"
"Btn_Name_31028","Attach Treasured Object"
"Btn_Name_31029","rescue"
"Btn_Name_31031","Eagle 「Track」"
"Btn_Name_31032","Mark as Enmity"
"Btn_Name_31033","Invite to Join Sect"
"Btn_Name_31034","Challenge"
"Btn_Name_31035","Poison"
"Btn_Name_31036","Become Brothers"
"Btn_Name_31037","Become Partners"
"Btn_Name_31038","Teach"
"Btn_Name_31039","Poison (Snake)"
"Btn_Name_31040","Lockpick (Snake)"
"Btn_Name_31041","Rubbings mask"
"Btn_Name_31042","Sneak Attack"
"Btn_Name_31043","Intimidation"
"Btn_Name_31044","Toxin Duel"
"Btn_Name_31045","Follow Me"
"Btn_Name_31046","Invite to Join Sect"
"Btn_Name_31047","New Commission"
"Btn_Name_31048","Commission"
"Btn_Name_31050","Cancel Invitation"
"Btn_Name_31051","Offer Money"
"Btn_Name_31052","Cure"
"Btn_Name_31053","Verbal Duel"
"Btn_Name_31054","Quests <img id=""task_event_btn_tips"" width=""40"" height=""40""/>"
"Btn_Name_31055","Commission Forging"
"Btn_Name_31056","Divination"
"Btn_Name_31057","Felicity Divination"
"Btn_Name_31058","Wealth Divination"
"Btn_Name_31059","Combat Divination"
"Btn_Name_31060","Make Humanoid Pole"
"Btn_Name_31061","Release Humanoid Pole"
"Btn_Name_31062","Bloodfeed"
"Btn_Name_31063","Admonish"
"Btn_Name_32000","How do I join a Sect？"
"Btn_Name_32001","Who’s the most powerful？"
"Btn_Name_32002","Do you know where to find treasure？"
"Btn_Name_32003","When will the Kungfu Contest begin？"
"Btn_Name_32004","How do I cure Ailments？"
"Btn_Name_32005","How do I make money？"
"Btn_Name_32006","How do I become invincible？"
"Btn_Name_32007","How do I acquire Grandmaster Qinggong？"
"Btn_Name_32008","Your Likes And Dislikes"
"Btn_Name_40000","Battle"
"Btn_Name_40001","Ride"
"Btn_Name_40002","Dismount"
"Btn_Name_50000","「Hall」"
"Btn_Name_50001","「Residence」"
"Btn_Name_50002","「Warehouse」"
"Btn_Name_50003","「Training Room」"
"Btn_Name_50004","「Clinic」"
"Btn_Name_50005","「Springhouse」"
"Btn_Name_50006","「Smithy」"
"Btn_Name_50007","「Tavern」"
"Btn_Name_50008","「Architect's Hut」"
"Btn_Name_50009","「Music House」"
"Btn_Name_50010","「Fabric Shop」"
"Btn_Name_50011","「Stable」"
"Btn_Name_50012","「Animal Pen」"
"Btn_Name_50013","「Life-death Pool」"
"Btn_Name_50014","「Golden Crow Pool」"
"Btn_Name_50015","「Rushing Stream Pavilion」"
"Btn_Name_50016","「Dartfield」"
"Btn_Name_50017","「Phoenix's Aura」"
"Btn_Name_50018","「Jail」"
"Btn_Name_50019","「City Guardian Temple」"
"Btn_Name_50020","「Snow Walk Platform」"
"Btn_Name_50021","「Farmhouse」"
"Btn_Name_50022","「Bandit Camp」"
"Btn_Name_50024","「Party Flag」"
"Btn_Name_50025","「Peripheral」"
"Btn_Name_50026","「Hunter」"
"Btn_Name_50027","「Woodcutter's Hut」"
"Btn_Name_50028","「Miner's Hut」"
"Btn_Name_50029","「Fishing Hut」"
"Btn_Name_50030","「Guardian」"
"Btn_Name_60000","Open Door"
"Btn_Name_60001","Build"
"Btn_Name_60002","Lockpicking"
"Btn_Name_60003","Dismantle"
"Btn_Name_60004","Destroy"
"Btn_Name_60005","Change Name"
"Btn_Name_60006","Set as Private"
"Btn_Name_60007","Set as Public"
"Btn_Name_60008","Repair Building"
"Btn_Name_60009","Knock"
"Btn_Name_60010","Detain"
"Btn_Name_60011","Rebuild"
"Btn_Name_60013","Ask Price"
"Btn_Name_60014","Repair"
"Btn_Name_60015","Open Business"
"Btn_Name_60016","Close Business"
"Btn_Name_60017","Retrofit"
"Btn_Name_60018","Manage and build"
"Btn_Name_60019","Select yield"
"Btn_Name_60021","Select source of material"
"Btn_Name_60022","Select product"
"Btn_Name_60023","Labor"
"Btn_Name_60024","View formula"
"Btn_Name_60025","Release"
"Btn_Name_70000","Acquire"
"Btn_Name_70001","Skip"
"Btn_Name_70003","Acquire Mnemonic"
"Exit_91004","Quit Sneaking"
"# Login",""
"Btn_Name_80000","Enter Miniworld"
"Btn_Name_80001","Returned to Karma"
"Btn_Name_80002","Settings"
"Btn_Name_80003","Close Game"
"Btn_Name_80004","Randomize Look"
"# 使用绝学按钮",""
"Btn_Name_90000","Use Vicious Hand"
"Btn_Name_90001","Use Flame Saber"
"Btn_Name_90002","Use Arctic Palm"
"Btn_Name_90003","Use Wine-drinking Song"
"Btn_Name_90004","Use Beast Wave"
"Btn_Name_90005","Use Drink and Sing"
"Btn_Name_90006","Use Soultaker’s Song"
"Btn_Name_90007","Use Spider Hand"
"Btn_Name_90008","Use Tortoise Fist"
"Btn_Name_90009","Use Acupoint-blocking Hand"
"Btn_Name_90010","Use Toxin-casting Spell"
"# 音律按钮",""
"Btn_Name_91000","Tune Gong"
"Btn_Name_91001","Tune Shang"
"Btn_Name_91002","Tune Jue"
"Btn_Name_91003","Tune Zhi"
"Btn_Name_91004","Tune Yu"
"Btn_Name_Strun_Disable","{0}<MgRed> requires 「{1}」 to reach {2}</>"
